"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National","2016-02-06",4,"2016-03-05",1.25232603350807,0.01,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",1.40216927354157,0.025,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",1.60239341796004,0.05,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",1.79291310406751,0.1,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",1.84871541177529,0.15,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",1.89176414397456,0.2,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",2.0662969197926,0.25,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",2.17455442220522,0.3,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",2.20467391607271,0.35,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",2.2496676161906,0.4,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",2.42661325704254,0.45,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",2.55040423385504,0.5,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",2.76079057841496,0.55,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",2.89726443078895,0.6,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",2.99219719889661,0.65,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",3.11277027998077,0.7,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",3.29500586232735,0.75,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",3.40146329936022,0.8,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",3.62580065632907,0.85,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",3.79994297132352,0.9,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",4.09445364937985,0.95,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",4.42526540279875,0.975,"ili perc","quantile"
"US National","2016-02-06",4,"2016-03-05",4.75594693769361,0.99,"ili perc","quantile"
