"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-04-23,4,2016-05-21,0.775594721799618,0.01,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,0.843280536815373,0.025,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.03260498160537,0.05,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.21905119316338,0.1,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.37676508497818,0.15,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.44052437162714,0.2,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.49223063327494,0.25,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.58079543386679,0.3,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.6598914877793,0.35,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.72196034900367,0.4,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.82527736207412,0.45,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.86921791965599,0.5,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,1.90999425765617,0.55,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,2.01566944380879,0.6,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,2.07411696855547,0.65,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,2.11226492623327,0.7,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,2.19777131088192,0.75,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,2.32263831698839,0.8,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,2.56660620865953,0.85,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,2.63413401169679,0.9,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,2.80679323260662,0.95,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,3.24634956608618,0.975,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,3.49792087079439,0.99,"ili perc","quantile"
