"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-12-23,4,2018-01-20,2.78125595381322,0.01,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,2.81178881899569,0.025,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,2.9146679132765,0.05,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,3.49306151043556,0.1,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,3.71521528390158,0.15,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,4.17892998676003,0.2,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,4.45115357442316,0.25,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,4.60181098521072,0.3,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,4.74131431833573,0.35,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,4.96913025051486,0.4,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,5.10847728329151,0.45,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,5.16700319197813,0.5,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,5.27568763768634,0.55,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,5.42251704463474,0.6,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,5.65183854933319,0.65,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,5.84230542111173,0.7,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,5.97124390051984,0.75,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,6.2837585322098,0.8,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,6.77428008623497,0.85,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,7.60352713695662,0.9,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,8.16475375046648,0.95,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,9.15316314499659,0.975,"ili perc","quantile"
"US National",2017-12-23,4,2018-01-20,9.42045981890701,0.99,"ili perc","quantile"
