"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2018-05-12,4,2018-06-09,0.399725440209538,0.01,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,0.511935780091454,0.025,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,0.620496043564646,0.05,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,0.756541691063255,0.1,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,0.813178756247328,0.15,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,0.840807309150014,0.2,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,0.890718858373107,0.25,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,0.924823140036802,0.3,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,0.985313641690027,0.35,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.03041212166588,0.4,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.08123956866266,0.45,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.15131596866668,0.5,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.18923543604483,0.55,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.23666513615229,0.6,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.29184632384935,0.65,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.31346097021075,0.7,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.3558859700158,0.75,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.43769130937039,0.8,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.49295040978438,0.85,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.60237516934761,0.9,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,1.70678247343493,0.95,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,2.10667290093672,0.975,"ili perc","quantile"
"US National",2018-05-12,4,2018-06-09,2.288102010174,0.99,"ili perc","quantile"
