"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-04-02,4,2016-04-30,1.27049386330245,0.01,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,1.29549213285044,0.025,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,1.37911793143004,0.05,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,1.64830954763871,0.1,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,1.81451881689895,0.15,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,1.87025299850865,0.2,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,1.95690092346502,0.25,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.01106910776177,0.3,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.08059277231349,0.35,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.14549396506153,0.4,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.25951531032893,0.45,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.30926672482531,0.5,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.34004520661943,0.55,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.50002650666604,0.6,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.62204660071514,0.65,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.67954172548263,0.7,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.75608025172828,0.75,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,2.94338665934281,0.8,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,3.20422468623668,0.85,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,3.2964120279596,0.9,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,4.45321685547279,0.95,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,5.59628338694032,0.975,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,6.20003072373404,0.99,"ili perc","quantile"
