"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2018-02-17,4,2018-03-17,3.48360316723365,0.01,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,3.64255017549055,0.025,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,3.92291290539031,0.05,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,4.17811999519759,0.1,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,4.67844140187335,0.15,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,4.9409049226139,0.2,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,5.08133521833689,0.25,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,5.16871932596631,0.3,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,5.37755552751171,0.35,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,5.48037586216621,0.4,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,5.58874364818485,0.45,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,5.76686285530161,0.5,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,5.97762685322449,0.55,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,6.21146125091396,0.6,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,6.36253965909434,0.65,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,6.63391831950819,0.7,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,6.85909404842014,0.75,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,7.09456757833091,0.8,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,7.30929416871485,0.85,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,7.58821715219703,0.9,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,7.74976078471653,0.95,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,8.44952636003835,0.975,"ili perc","quantile"
"US National",2018-02-17,4,2018-03-17,8.95929283249749,0.99,"ili perc","quantile"
