"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2015-10-24,4,2015-11-21,0.743062814900855,0.01,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,0.783888543353334,0.025,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,0.860072684392527,0.05,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,0.936195805082904,0.1,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.02198281470407,0.15,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.07156738475078,0.2,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.11772887971461,0.25,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.15765795115138,0.3,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.21251142424882,0.35,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.25701292943061,0.4,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.3177746887091,0.45,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.35299821873536,0.5,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.41536488020864,0.55,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.43455883734473,0.6,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.47709776399133,0.65,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.61806867596856,0.7,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.69337654628933,0.75,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.78919979915795,0.8,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,1.92470902585449,0.85,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,2.04579697612886,0.9,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,2.15467651092691,0.95,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,2.50237914941342,0.975,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,2.79539747475284,0.99,"ili perc","quantile"
