"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2018-04-28,4,2018-05-26,0.790806056532414,0.01,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,0.802066289075988,0.025,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,0.836905413814529,0.05,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.02800913072026,0.1,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.09512605685899,0.15,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.1628602960983,0.2,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.20183411022214,0.25,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.25301979631104,0.3,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.30301807625121,0.35,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.36787215053329,0.4,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.45005195881441,0.45,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.51973857417508,0.5,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.56675976368969,0.55,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.65187112896617,0.6,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.71426309022978,0.65,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.78134621541265,0.7,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.86324820885026,0.75,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,1.96384000795932,0.8,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,2.04561008509812,0.85,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,2.21283292077283,0.9,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,2.30706983274413,0.95,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,2.54953346433166,0.975,"ili perc","quantile"
"US National",2018-04-28,4,2018-05-26,2.93411297735516,0.99,"ili perc","quantile"
