"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-02-06,4,2016-03-05,1.01666109160763,0.01,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,1.25726424930474,0.025,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,1.41493017187019,0.05,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,1.67842830973833,0.1,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,1.77971470932387,0.15,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,1.86953337253068,0.2,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,1.91307461116322,0.25,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.01103301039647,0.3,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.17559753576877,0.35,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.28984274792962,0.4,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.34421288747914,0.45,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.41689099825577,0.5,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.49127704858982,0.55,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.54975462852613,0.6,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.67708237497274,0.65,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.76368662803568,0.7,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,2.88527241481259,0.75,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,3.07966363961334,0.8,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,3.25718791013784,0.85,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,3.47301740654743,0.9,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,3.7606563627891,0.95,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,4.15826603719494,0.975,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,4.51945503182958,0.99,"ili perc","quantile"
