"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2018-03-10,4,2018-04-07,1.7289837152045,0.01,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,1.97708519453973,0.025,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.06952458780732,0.05,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.23859769039323,0.1,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.32410064430098,0.15,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.42489491004594,0.2,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.52775444529167,0.25,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.64511065637222,0.3,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.73745693736038,0.35,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.78298297165884,0.4,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.84887940906327,0.45,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,2.90260874316015,0.5,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,3.05000075153295,0.55,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,3.12087443498113,0.6,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,3.17622531277192,0.65,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,3.32627506488751,0.7,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,3.46823984148458,0.75,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,3.71121774395522,0.8,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,3.9188713675593,0.85,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,4.20138994245056,0.9,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,4.65732792551133,0.95,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,4.9802398969202,0.975,"ili perc","quantile"
"US National",2018-03-10,4,2018-04-07,6.04858179195101,0.99,"ili perc","quantile"
