"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2019-12-07,4,2020-01-04,1.54402583133084,0.01,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,1.60607406594349,0.025,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,1.76080385010126,0.05,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,2.05564000130162,0.1,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,2.37594000453272,0.15,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,2.47030361583886,0.2,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,2.5860392201633,0.25,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,2.69757479039622,0.3,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,2.81768587139881,0.35,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,2.88820516729046,0.4,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,3.07647051855593,0.45,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,3.14594543022654,0.5,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,3.25743073472565,0.55,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,3.40229035458611,0.6,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,3.50488627599703,0.65,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,3.69369492279573,0.7,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,3.80326942386415,0.75,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,3.85695948279089,0.8,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,4.3458702760859,0.85,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,4.68043633486749,0.9,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,5.2927510982446,0.95,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,5.80844602540011,0.975,"ili perc","quantile"
"US National",2019-12-07,4,2020-01-04,6.16363840775549,0.99,"ili perc","quantile"
