"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-04-15,4,2017-05-13,0.77102011082023,0.01,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.01884590680977,0.025,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.05177654076411,0.05,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.28979901413696,0.1,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.35812897484487,0.15,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.47577188170883,0.2,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.55682972283334,0.25,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.60415517819016,0.3,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.70877310093644,0.35,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.77226310595378,0.4,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.82444707531806,0.45,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.89330704803767,0.5,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,1.94734894083952,0.55,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,2.04183263475383,0.6,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,2.07950040971304,0.65,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,2.11974801345978,0.7,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,2.28826036121544,0.75,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,2.32667106607057,0.8,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,2.46870404637738,0.85,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,2.78991800351656,0.9,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,3.02360279439812,0.95,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,3.63069933818483,0.975,"ili perc","quantile"
"US National",2017-04-15,4,2017-05-13,3.87724214483386,0.99,"ili perc","quantile"
