"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2020-01-18,4,2020-02-15,2.58754315653513,0.01,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,3.11959460449962,0.025,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,3.60086739381072,0.05,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,4.10762052044699,0.1,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,4.26379393747364,0.15,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,4.48318550902001,0.2,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,4.79017544113212,0.25,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,4.85171293550445,0.3,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,5.02166429747163,0.35,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,5.12006514008725,0.4,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,5.3076640927634,0.45,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,5.45518157029146,0.5,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,5.64646010855741,0.55,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,5.79740751923287,0.6,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,5.99887737899798,0.65,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,6.10186268797494,0.7,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,6.28030770132492,0.75,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,6.51178549323124,0.8,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,6.62611971757092,0.85,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,6.91004833390313,0.9,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,7.20693104383291,0.95,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,7.76003246190776,0.975,"ili perc","quantile"
"US National",2020-01-18,4,2020-02-15,8.0126090160041,0.99,"ili perc","quantile"
