"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2018-11-17,4,2018-12-15,0.985238514417824,0.01,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.12510621896606,0.025,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.26228985584942,0.05,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.41555854852877,0.1,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.50365101666286,0.15,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.55782245278923,0.2,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.63342112620878,0.25,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.68968524661301,0.3,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.79898270421441,0.35,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.84110682849167,0.4,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.88308712542903,0.45,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,1.96522389305029,0.5,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,2.01746476301178,0.55,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,2.07705742159296,0.6,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,2.12017191584794,0.65,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,2.19761619215517,0.7,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,2.24239391159885,0.75,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,2.34593786151754,0.8,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,2.50683208493434,0.85,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,2.75664946694475,0.9,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,2.92002214183226,0.95,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,3.23944747312465,0.975,"ili perc","quantile"
"US National",2018-11-17,4,2018-12-15,3.60343653003389,0.99,"ili perc","quantile"
