"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2019-04-27,4,2019-05-25,0.719109724920508,0.01,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,0.790123516561025,0.025,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,0.960653978786675,0.05,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.11256796243736,0.1,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.196086235525,0.15,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.26935794871101,0.2,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.37169075500402,0.25,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.45834796649683,0.3,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.52190746775027,0.35,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.56901420358766,0.4,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.62609785885363,0.45,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.68538771707155,0.5,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.72872199264467,0.55,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.80126082233203,0.6,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.8694689268582,0.65,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,1.95987736186315,0.7,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,2.05660332470304,0.75,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,2.12078789846786,0.8,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,2.22599753885629,0.85,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,2.36540084334922,0.9,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,2.61003363213227,0.95,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,3.5325130817315,0.975,"ili perc","quantile"
"US National",2019-04-27,4,2019-05-25,4.40799038463265,0.99,"ili perc","quantile"
