"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2018-12-22,4,2019-01-19,1.452883595908,0.01,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,1.70999791517593,0.025,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,2.22014384814587,0.05,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,2.39839436709473,0.1,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,2.49217487077107,0.15,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,2.67102004942523,0.2,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,2.74676432079313,0.25,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,2.87575025778585,0.3,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,2.99040020731324,0.35,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,3.07703244653994,0.4,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,3.1398330294053,0.45,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,3.24522244917858,0.5,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,3.34702552632278,0.55,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,3.45214749819263,0.6,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,3.55449655608635,0.65,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,3.69463867195442,0.7,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,3.78132749398429,0.75,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,3.88493853679168,0.8,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,4.19955844216267,0.85,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,4.48586926523567,0.9,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,4.83183401532999,0.95,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,5.93047128719988,0.975,"ili perc","quantile"
"US National",2018-12-22,4,2019-01-19,6.25470623001671,0.99,"ili perc","quantile"
